text,emotion
i wonder how it feels to have angered and disappointed millions of people in one morning,4
i feel and some is just a hateful of hollow yes i hear many smiths these days,4
i think of what dharavi means for mumbai and the country if you keep the annual turnovers aside for a while i feel agitated,4
ive gotten so used to them to the extent that im actually feeling weird without them,1
i think about it i find myself still shaking my head in disbelief and feeling truly disgusted,4
i do not see or feel the need to respond to any of your ludicrous questions concerning anything,0
i can say one good thing about this movie and thats the computer generated transformers took on a truly real look and feel i was amazed at how fluidly them integrated with the live action and just how good they looked in general,1
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,0
i feel as a child innocent feelings illustrating a,2
i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,1
i still feel quite amazed at how silent snow is compared to rain,1
ive been meeting up many people since this semester but tonight at cinderalla i couldnt help but feeling sorrowful and down,0
i am overly passionate but i love music for how it makes me feel i connect with the songs and the artists and i am amazed and truly in awe of those that can write a song that touches me,1
i have been feeling overwhelmed and time poor,1
i was feeling so rotten about it,0
i wont be so sure to feel optimistic about this either,2
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,4
i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,4
